name,value,year,lastValue,rank
Şenol Güneş,305,2019,292,1
Şenol Güneş,292,2018,271,1
Şenol Güneş,271,2017,248,1
Şenol Güneş,248,2016,223,1
Fatih Terim,234,2019,219,2
Şenol Güneş,223,2015,207,1
Fatih Terim,219,2018,205,2
Aykut Kocaman,211,2019,207,3
Şenol Güneş,207,2013,201,1
Şenol Güneş,207,2014,207,1
Aykut Kocaman,207,2018,186,3
Fatih Terim,205,2014,203,2
Fatih Terim,205,2015,205,2
Fatih Terim,205,2016,205,2
Fatih Terim,205,2017,205,2
Samet Aybaba,205,2019,200,4
Fatih Terim,203,2013,182,2
Şenol Güneş,201,2012,185,1
Samet Aybaba,200,2018,186,4
Mustafa Denizli,197,2019,191,5
Ersun Yanal,193,2019,189,6
Mustafa Denizli,191,2016,187,3
Mustafa Denizli,191,2017,191,3
Mustafa Denizli,191,2018,191,5
Ersun Yanal,189,2018,187,6
Mustafa Denizli,187,2010,169,1
Mustafa Denizli,187,2011,187,1
Mustafa Denizli,187,2012,187,2
Mustafa Denizli,187,2013,187,3
Mustafa Denizli,187,2014,187,3
Mustafa Denizli,187,2015,187,3
Ersun Yanal,187,2017,173,4
Samet Aybaba,186,2016,179,4
Aykut Kocaman,186,2017,175,5
Samet Aybaba,186,2017,186,5
Şenol Güneş,185,2011,160,2
Yılmaz Vural,184,2015,181,4
Yılmaz Vural,184,2016,184,5
Yılmaz Vural,184,2017,184,7
Yılmaz Vural,184,2018,184,7
Yılmaz Vural,184,2019,184,7
Rıza Çalımbay,183,2019,179,8
Fatih Terim,182,2012,157,3
Ahmet Suat Özyazıcı,181,2000,176,1
Ahmet Suat Özyazıcı,181,2001,181,1
Ahmet Suat Özyazıcı,181,2002,181,1
Ahmet Suat Özyazıcı,181,2003,181,1
Ahmet Suat Özyazıcı,181,2004,181,1
Ahmet Suat Özyazıcı,181,2005,181,1
Ahmet Suat Özyazıcı,181,2006,181,1
Ahmet Suat Özyazıcı,181,2007,181,1
Ahmet Suat Özyazıcı,181,2008,181,1
Ahmet Suat Özyazıcı,181,2009,181,1
Ahmet Suat Özyazıcı,181,2010,181,2
Ahmet Suat Özyazıcı,181,2011,181,3
Ahmet Suat Özyazıcı,181,2012,181,4
Ahmet Suat Özyazıcı,181,2013,181,4
Yılmaz Vural,181,2013,171,4
Ahmet Suat Özyazıcı,181,2014,181,4
Yılmaz Vural,181,2014,181,4
Ahmet Suat Özyazıcı,181,2015,181,5
Ahmet Suat Özyazıcı,181,2016,181,6
Ahmet Suat Özyazıcı,181,2017,181,8
Ahmet Suat Özyazıcı,181,2018,181,8
Ahmet Suat Özyazıcı,181,2019,181,9
Christoph Daum,179,2014,170,6
Samet Aybaba,179,2014,174,6
Christoph Daum,179,2015,179,6
Samet Aybaba,179,2015,179,6
Christoph Daum,179,2016,179,7
Christoph Daum,179,2017,179,9
Christoph Daum,179,2018,179,9
Rıza Çalımbay,179,2018,166,9
Christoph Daum,179,2019,179,10
Ahmet Suat Özyazıcı,176,1992,166,1
Ahmet Suat Özyazıcı,176,1993,176,1
Ahmet Suat Özyazıcı,176,1994,176,1
Ahmet Suat Özyazıcı,176,1995,176,1
Ahmet Suat Özyazıcı,176,1996,176,1
Ahmet Suat Özyazıcı,176,1997,176,1
Ahmet Suat Özyazıcı,176,1998,176,1
Ahmet Suat Özyazıcı,176,1999,176,1
Aykut Kocaman,175,2016,156,8
Samet Aybaba,174,2013,158,6
Gordon Milne,173,1999,156,2
Gordon Milne,173,2000,173,2
Gordon Milne,173,2001,173,2
Gordon Milne,173,2002,173,2
Gordon Milne,173,2003,173,2
Gordon Milne,173,2004,173,2
Gordon Milne,173,2005,173,2
Gordon Milne,173,2006,173,2
Gordon Milne,173,2007,173,2
Gordon Milne,173,2008,173,2
Gordon Milne,173,2009,173,2
Gordon Milne,173,2010,173,3
Gordon Milne,173,2011,173,4
Gordon Milne,173,2012,173,5
Gordon Milne,173,2013,173,7
Gordon Milne,173,2014,173,8
Ersun Yanal,173,2015,160,8
Gordon Milne,173,2015,173,8
Ersun Yanal,173,2016,173,9
Gordon Milne,173,2016,173,9
Gordon Milne,173,2017,173,10
Gordon Milne,173,2018,173,11
Gordon Milne,173,2019,173,11
Yılmaz Vural,171,2011,169,5
Yılmaz Vural,171,2012,171,6
Christoph Daum,170,2010,147,4
Christoph Daum,170,2011,170,6
Christoph Daum,170,2012,170,7
Christoph Daum,170,2013,170,8
Mustafa Denizli,169,2009,152,3
Yılmaz Vural,169,2010,159,5
Ahmet Suat Özyazıcı,166,1991,155,1
Rıza Çalımbay,166,2017,149,11
Gündüz Kılıç,162,1972,150,1
Gündüz Kılıç,162,1973,162,1
Gündüz Kılıç,162,1974,162,1
Gündüz Kılıç,162,1975,162,1
Gündüz Kılıç,162,1976,162,1
Gündüz Kılıç,162,1977,162,1
Gündüz Kılıç,162,1978,162,1
Gündüz Kılıç,162,1979,162,1
Gündüz Kılıç,162,1980,162,1
Gündüz Kılıç,162,1981,162,1
Gündüz Kılıç,162,1982,162,1
Gündüz Kılıç,162,1983,162,1
Gündüz Kılıç,162,1984,162,1
Gündüz Kılıç,162,1985,162,1
Gündüz Kılıç,162,1986,162,1
Gündüz Kılıç,162,1987,162,1
Gündüz Kılıç,162,1988,162,1
Gündüz Kılıç,162,1989,162,1
Gündüz Kılıç,162,1990,162,1
Gündüz Kılıç,162,1991,162,2
Gündüz Kılıç,162,1992,162,2
Gündüz Kılıç,162,1993,162,2
Gündüz Kılıç,162,1994,162,2
Gündüz Kılıç,162,1995,162,2
Gündüz Kılıç,162,1996,162,2
Gündüz Kılıç,162,1997,162,2
Gündüz Kılıç,162,1998,162,2
Gündüz Kılıç,162,1999,162,3
Gündüz Kılıç,162,2000,162,3
Gündüz Kılıç,162,2001,162,3
Gündüz Kılıç,162,2002,162,3
Gündüz Kılıç,162,2003,162,3
Gündüz Kılıç,162,2004,162,3
Gündüz Kılıç,162,2005,162,3
Gündüz Kılıç,162,2006,162,3
Gündüz Kılıç,162,2007,162,3
Gündüz Kılıç,162,2008,162,3
Gündüz Kılıç,162,2009,162,4
Gündüz Kılıç,162,2010,162,6
Gündüz Kılıç,162,2011,162,7
Gündüz Kılıç,162,2012,162,8
Gündüz Kılıç,162,2013,162,9
Gündüz Kılıç,162,2014,162,9
Gündüz Kılıç,162,2015,162,10
Gündüz Kılıç,162,2016,162,11
Gündüz Kılıç,162,2017,162,12
Gündüz Kılıç,162,2018,162,12
Gündüz Kılıç,162,2019,162,12
Şenol Güneş,160,2010,150,7
Ersun Yanal,160,2014,137,10
Ertuğrul Sağlam,160,2019,157,13
Yılmaz Vural,159,2009,157,5
Samet Aybaba,158,2011,154,8
Samet Aybaba,158,2012,158,9
Hikmet Karaman,158,2019,153,14
Fatih Terim,157,2004,146,4
Fatih Terim,157,2005,157,4
Fatih Terim,157,2006,157,4
Fatih Terim,157,2007,157,4
Fatih Terim,157,2008,157,4
Yılmaz Vural,157,2008,156,4
Fatih Terim,157,2009,157,6
Fatih Terim,157,2010,157,8
Fatih Terim,157,2011,157,9
Ertuğrul Sağlam,157,2018,156,13
Gordon Milne,156,1997,139,3
Gordon Milne,156,1998,156,3
Yılmaz Vural,156,2007,148,5
Aykut Kocaman,156,2015,145,11
Ertuğrul Sağlam,156,2016,151,12
Ertuğrul Sağlam,156,2017,156,13
Ahmet Suat Özyazıcı,155,1990,144,2
Samet Aybaba,154,2009,141,7
Samet Aybaba,154,2010,154,9
Hikmet Karaman,153,2018,152,14
Mustafa Denizli,152,2002,141,4
Mustafa Denizli,152,2003,152,4
Mustafa Denizli,152,2004,152,5
Mustafa Denizli,152,2005,152,5
Mustafa Denizli,152,2006,152,5
Mustafa Denizli,152,2007,152,6
Mustafa Denizli,152,2008,152,6
Hikmet Karaman,152,2017,142,14
Ertuğrul Sağlam,151,2015,148,12
Gündüz Kılıç,150,1969,143,1
Gündüz Kılıç,150,1970,150,1
Gündüz Kılıç,150,1971,150,1
Şenol Güneş,150,2006,147,6
Şenol Güneş,150,2007,150,7
Şenol Güneş,150,2008,150,7
Şenol Güneş,150,2009,150,8
Rıza Çalımbay,149,2016,135,13
Abdullah Avcı,149,2019,132,15
Yılmaz Vural,148,2005,146,6
Yılmaz Vural,148,2006,148,7
Ertuğrul Sağlam,148,2014,138,11
Şenol Güneş,147,2005,134,7
Christoph Daum,147,2006,122,8
Christoph Daum,147,2007,147,8
Christoph Daum,147,2008,147,8
Christoph Daum,147,2009,147,9
Fatih Terim,146,2003,122,5
Yılmaz Vural,146,2004,134,6
Aykut Kocaman,145,2013,127,10
Aykut Kocaman,145,2014,145,12
Ahmet Suat Özyazıcı,144,1989,142,2
Gündüz Kılıç,143,1967,131,1
Gündüz Kılıç,143,1968,143,1
Ahmet Suat Özyazıcı,142,1988,137,2
Hikmet Karaman,142,2016,133,14
Adnan Süvari,141,1975,137,2
Adnan Süvari,141,1976,141,2
Adnan Süvari,141,1977,141,2
Adnan Süvari,141,1978,141,2
Adnan Süvari,141,1979,141,2
Adnan Süvari,141,1980,141,2
Adnan Süvari,141,1981,141,2
Adnan Süvari,141,1982,141,2
Adnan Süvari,141,1983,141,2
Adnan Süvari,141,1984,141,2
Adnan Süvari,141,1985,141,2
Adnan Süvari,141,1986,141,2
Adnan Süvari,141,1987,141,2
Adnan Süvari,141,1988,141,3
Adnan Süvari,141,1989,141,3
Adnan Süvari,141,1990,141,3
Adnan Süvari,141,1991,141,3
Adnan Süvari,141,1992,141,3
Adnan Süvari,141,1993,141,3
Adnan Süvari,141,1994,141,3
Adnan Süvari,141,1995,141,3
Adnan Süvari,141,1996,141,3
Adnan Süvari,141,1997,141,4
Adnan Süvari,141,1998,141,4
Adnan Süvari,141,1999,141,4
Adnan Süvari,141,2000,141,4
Adnan Süvari,141,2001,141,4
Mustafa Denizli,141,2001,117,4
Adnan Süvari,141,2002,141,5
Adnan Süvari,141,2003,141,6
Adnan Süvari,141,2004,141,7
Adnan Süvari,141,2005,141,8
Adnan Süvari,141,2006,141,9
Adnan Süvari,141,2007,141,9
Adnan Süvari,141,2008,141,9
Samet Aybaba,141,2008,133,9
Adnan Süvari,141,2009,141,10
Adnan Süvari,141,2010,141,10
Adnan Süvari,141,2011,141,10
Adnan Süvari,141,2012,141,10
Adnan Süvari,141,2013,141,11
Adnan Süvari,141,2014,141,13
Adnan Süvari,141,2015,141,13
Adnan Süvari,141,2016,141,15
Adnan Süvari,141,2017,141,15
Adnan Süvari,141,2018,141,15
Adnan Süvari,141,2019,141,16
Gündüz Tekin Onay,139,1991,136,4
Gündüz Tekin Onay,139,1992,139,4
Gündüz Tekin Onay,139,1993,139,4
Gordon Milne,139,1994,132,4
Gündüz Tekin Onay,139,1994,139,4
Gordon Milne,139,1995,139,4
Gündüz Tekin Onay,139,1995,139,4
Gordon Milne,139,1996,139,4
Gündüz Tekin Onay,139,1996,139,4
Gündüz Tekin Onay,139,1997,139,5
Gündüz Tekin Onay,139,1998,139,5
Gündüz Tekin Onay,139,1999,139,5
Gündüz Tekin Onay,139,2000,139,5
Gündüz Tekin Onay,139,2001,139,6
Gündüz Tekin Onay,139,2002,139,6
Gündüz Tekin Onay,139,2003,139,7
Gündüz Tekin Onay,139,2004,139,8
Gündüz Tekin Onay,139,2005,139,9
Gündüz Tekin Onay,139,2006,139,10
Gündüz Tekin Onay,139,2007,139,10
Gündüz Tekin Onay,139,2008,139,11
Gündüz Tekin Onay,139,2009,139,11
Gündüz Tekin Onay,139,2010,139,11
Gündüz Tekin Onay,139,2011,139,11
Gündüz Tekin Onay,139,2012,139,11
Gündüz Tekin Onay,139,2013,139,12
Gündüz Tekin Onay,139,2014,139,14
Gündüz Tekin Onay,139,2015,139,14
Gündüz Tekin Onay,139,2016,139,16
Gündüz Tekin Onay,139,2017,139,16
Gündüz Tekin Onay,139,2018,139,16
Gündüz Tekin Onay,139,2019,139,17
Ertuğrul Sağlam,138,2013,132,13
Adnan Süvari,137,1971,123,2
Adnan Süvari,137,1972,137,2
Adnan Süvari,137,1973,137,2
Adnan Süvari,137,1974,137,2
Ahmet Suat Özyazıcı,137,1987,119,3
Ersun Yanal,137,2013,126,14
Gündüz Tekin Onay,136,1990,132,4
Rıza Çalımbay,135,2015,122,15
Şenol Güneş,134,1999,132,6
Şenol Güneş,134,2000,134,6
Şenol Güneş,134,2001,134,7
Şenol Güneş,134,2002,134,7
Şenol Güneş,134,2003,134,8
Yılmaz Vural,134,2003,128,8
Şenol Güneş,134,2004,134,9
Samet Aybaba,133,2006,126,11
Samet Aybaba,133,2007,133,11
Hikmet Karaman,133,2015,126,16
Gündüz Tekin Onay,132,1989,121,4
Gordon Milne,132,1993,113,5
Şenol Güneş,132,1998,122,6
Ertuğrul Sağlam,132,2012,115,12
Abdullah Avcı,132,2018,110,17
Gündüz Kılıç,131,1966,114,1
Ziya Taner,130,1979,120,3
Ziya Taner,130,1980,130,3
Ziya Taner,130,1981,130,3
Ziya Taner,130,1982,130,3
Ziya Taner,130,1983,130,3
Ziya Taner,130,1984,130,3
Ziya Taner,130,1985,130,3
Ziya Taner,130,1986,130,3
Ziya Taner,130,1987,130,4
Ziya Taner,130,1988,130,4
Ziya Taner,130,1989,130,5
Ziya Taner,130,1990,130,5
Ziya Taner,130,1991,130,5
Ziya Taner,130,1992,130,5
Ziya Taner,130,1993,130,6
Ziya Taner,130,1994,130,6
Ziya Taner,130,1995,130,6
Ziya Taner,130,1996,130,6
Ziya Taner,130,1997,130,6
Ziya Taner,130,1998,130,7
Ziya Taner,130,1999,130,7
Ziya Taner,130,2000,130,7
Ziya Taner,130,2001,130,8
Ziya Taner,130,2002,130,8
Ziya Taner,130,2003,130,10
Ziya Taner,130,2004,130,10
Ziya Taner,130,2005,130,10
Ziya Taner,130,2006,130,12
Ziya Taner,130,2007,130,12
Ziya Taner,130,2008,130,12
Ziya Taner,130,2009,130,12
Ziya Taner,130,2010,130,12
Ziya Taner,130,2011,130,12
Ziya Taner,130,2012,130,13
Ziya Taner,130,2013,130,15
Ziya Taner,130,2014,130,15
Ziya Taner,130,2015,130,17
Ziya Taner,130,2016,130,17
Ziya Taner,130,2017,130,17
Ziya Taner,130,2018,130,18
Ziya Taner,130,2019,130,18
Yılmaz Vural,128,2002,126,9
Aykut Kocaman,127,2012,103,14
Yılmaz Vural,126,2001,115,9
Samet Aybaba,126,2005,113,11
Ersun Yanal,126,2012,118,15
Hikmet Karaman,126,2014,119,16
Sakıp Özberk,124,2006,122,13
Sakıp Özberk,124,2007,124,13
Sakıp Özberk,124,2008,124,13
Sakıp Özberk,124,2009,124,13
Sakıp Özberk,124,2010,124,13
Sakıp Özberk,124,2011,124,13
Sakıp Özberk,124,2012,124,16
Sakıp Özberk,124,2013,124,16
Sakıp Özberk,124,2014,124,17
Sakıp Özberk,124,2015,124,18
Sakıp Özberk,124,2016,124,18
Sakıp Özberk,124,2017,124,18
Sakıp Özberk,124,2018,124,19
Sakıp Özberk,124,2019,124,19
Adnan Süvari,123,1970,111,2
Şenol Güneş,122,1997,109,7
Fatih Terim,122,2000,98,8
Fatih Terim,122,2001,122,10
Fatih Terim,122,2002,122,10
Christoph Daum,122,2005,96,12
Sakıp Özberk,122,2005,120,12
Rıza Çalımbay,122,2014,118,18
Gündüz Tekin Onay,121,1987,112,5
Gündüz Tekin Onay,121,1988,121,5
Ziya Taner,120,1974,113,3
Ziya Taner,120,1975,120,3
Ziya Taner,120,1976,120,3
Ziya Taner,120,1977,120,3
Ziya Taner,120,1978,120,3
Sakıp Özberk,120,2004,108,11
Abdullah Gegic,119,1979,112,4
Abdullah Gegic,119,1980,119,4
Abdullah Gegic,119,1981,119,4
Abdullah Gegic,119,1982,119,4
Abdullah Gegic,119,1983,119,4
Abdullah Gegic,119,1984,119,4
Abdullah Gegic,119,1985,119,4
Abdullah Gegic,119,1986,119,4
Ahmet Suat Özyazıcı,119,1986,117,4
Abdullah Gegic,119,1987,119,6
Abdullah Gegic,119,1988,119,6
Abdullah Gegic,119,1989,119,6
Abdullah Gegic,119,1990,119,6
Abdullah Gegic,119,1991,119,6
Abdullah Gegic,119,1992,119,6
Abdullah Gegic,119,1993,119,7
Abdullah Gegic,119,1994,119,7
Abdullah Gegic,119,1995,119,7
Abdullah Gegic,119,1996,119,7
Abdullah Gegic,119,1997,119,8
Abdullah Gegic,119,1998,119,8
Abdullah Gegic,119,1999,119,8
Abdullah Gegic,119,2000,119,9
Abdullah Gegic,119,2001,119,11
Abdullah Gegic,119,2002,119,11
Abdullah Gegic,119,2003,119,11
Abdullah Gegic,119,2004,119,12
Abdullah Gegic,119,2005,119,14
Abdullah Gegic,119,2006,119,14
Abdullah Gegic,119,2007,119,14
Abdullah Gegic,119,2008,119,14
Abdullah Gegic,119,2009,119,14
Abdullah Gegic,119,2010,119,14
Abdullah Gegic,119,2011,119,14
Abdullah Gegic,119,2012,119,17
Abdullah Gegic,119,2013,119,17
Hikmet Karaman,119,2013,106,17
Abdullah Gegic,119,2014,119,19
Abdullah Gegic,119,2015,119,19
Abdullah Gegic,119,2016,119,19
Abdullah Gegic,119,2017,119,19
Abdullah Gegic,119,2018,119,20
Abdullah Gegic,119,2019,119,20
Yüksel Doğanay,118,1978,111,4
Yüksel Doğanay,118,1979,118,5
Yüksel Doğanay,118,1980,118,5
Yüksel Doğanay,118,1981,118,5
Yüksel Doğanay,118,1982,118,5
Yüksel Doğanay,118,1983,118,5
Yüksel Doğanay,118,1984,118,5
Yüksel Doğanay,118,1985,118,5
Yüksel Doğanay,118,1986,118,6
Yüksel Doğanay,118,1987,118,7
Yüksel Doğanay,118,1988,118,7
Yüksel Doğanay,118,1989,118,7
Yüksel Doğanay,118,1990,118,7
Yüksel Doğanay,118,1991,118,7
Yüksel Doğanay,118,1992,118,7
Yüksel Doğanay,118,1993,118,8
Yüksel Doğanay,118,1994,118,8
Yüksel Doğanay,118,1995,118,8
Yüksel Doğanay,118,1996,118,8
Yüksel Doğanay,118,1997,118,9
Yüksel Doğanay,118,1998,118,9
Yüksel Doğanay,118,1999,118,9
Yüksel Doğanay,118,2000,118,10
Yüksel Doğanay,118,2001,118,12
Yüksel Doğanay,118,2002,118,12
Yüksel Doğanay,118,2003,118,12
Yüksel Doğanay,118,2004,118,13
Yüksel Doğanay,118,2005,118,15
Yüksel Doğanay,118,2006,118,15
Yüksel Doğanay,118,2007,118,15
Yüksel Doğanay,118,2008,118,15
Ersun Yanal,118,2009,103,15
Yüksel Doğanay,118,2009,118,15
Ersun Yanal,118,2010,118,15
Yüksel Doğanay,118,2010,118,15
Ersun Yanal,118,2011,118,15
Yüksel Doğanay,118,2011,118,15
Yüksel Doğanay,118,2012,118,18
Rıza Çalımbay,118,2013,106,19
Yüksel Doğanay,118,2013,118,19
Yüksel Doğanay,118,2014,118,20
Yüksel Doğanay,118,2015,118,20
Yüksel Doğanay,118,2016,118,20
Yüksel Doğanay,118,2017,118,20
Yüksel Doğanay,118,2018,118,21
Yüksel Doğanay,118,2019,118,21
Ahmet Suat Özyazıcı,117,1984,99,6
Ahmet Suat Özyazıcı,117,1985,117,6
Mustafa Denizli,117,1997,113,10
Mustafa Denizli,117,1998,117,10
Mustafa Denizli,117,1999,117,10
Mustafa Denizli,117,2000,117,11
Yılmaz Vural,115,2000,103,12
Ertuğrul Sağlam,115,2011,98,17
Gündüz Kılıç,114,1965,102,1
Ziya Taner,113,1973,101,3
Gordon Milne,113,1992,90,8
Mustafa Denizli,113,1996,97,9
Samet Aybaba,113,2004,105,14
Abdullah Gegic,112,1978,106,5
Gündüz Tekin Onay,112,1986,111,7
Adnan Süvari,111,1969,102,2
Yüksel Doğanay,111,1976,106,4
Yüksel Doğanay,111,1977,111,4
Gündüz Tekin Onay,111,1985,100,7
Abdullah Avcı,110,2017,89,21
Şenol Güneş,109,1996,83,10
Nevzat Güzelırmak,108,1996,107,11
Nevzat Güzelırmak,108,1997,108,11
Nevzat Güzelırmak,108,1998,108,11
Nevzat Güzelırmak,108,1999,108,11
Nevzat Güzelırmak,108,2000,108,13
Nevzat Güzelırmak,108,2001,108,13
Nevzat Güzelırmak,108,2002,108,13
Nevzat Güzelırmak,108,2003,108,13
Sakıp Özberk,108,2003,102,13
Nevzat Güzelırmak,108,2004,108,15
Nevzat Güzelırmak,108,2005,108,16
Nevzat Güzelırmak,108,2006,108,16
Nevzat Güzelırmak,108,2007,108,16
Nevzat Güzelırmak,108,2008,108,16
Nevzat Güzelırmak,108,2009,108,17
Nevzat Güzelırmak,108,2010,108,17
Nevzat Güzelırmak,108,2011,108,18
Nevzat Güzelırmak,108,2012,108,19
Nevzat Güzelırmak,108,2013,108,21
Nevzat Güzelırmak,108,2014,108,21
Nevzat Güzelırmak,108,2015,108,21
Nevzat Güzelırmak,108,2016,108,21
Nevzat Güzelırmak,108,2017,108,22
Nevzat Güzelırmak,108,2018,108,22
Nevzat Güzelırmak,108,2019,108,22
Nevzat Güzelırmak,107,1995,97,9
Yüksel Doğanay,106,1975,98,4
Abdullah Gegic,106,1977,105,5
Özkan Sümer,106,1998,98,12
Özkan Sümer,106,1999,106,12
Özkan Sümer,106,2000,106,14
Özkan Sümer,106,2001,106,14
Özkan Sümer,106,2002,106,14
Özkan Sümer,106,2003,106,15
Özkan Sümer,106,2004,106,16
Özkan Sümer,106,2005,106,17
Özkan Sümer,106,2006,106,17
Özkan Sümer,106,2007,106,17
Özkan Sümer,106,2008,106,17
Özkan Sümer,106,2009,106,18
Özkan Sümer,106,2010,106,18
Özkan Sümer,106,2011,106,19
Hikmet Karaman,106,2012,98,20
Özkan Sümer,106,2012,106,20
Rıza Çalımbay,106,2012,92,20
Özkan Sümer,106,2013,106,22
Özkan Sümer,106,2014,106,22
Özkan Sümer,106,2015,106,22
Özkan Sümer,106,2016,106,22
Özkan Sümer,106,2017,106,23
Özkan Sümer,106,2018,106,23
Özkan Sümer,106,2019,106,23
Abdullah Gegic,105,1976,93,5
Samet Aybaba,105,2003,92,16
Yılmaz Vural,103,1999,98,13
Ersun Yanal,103,2008,92,18
Aykut Kocaman,103,2011,77,20
Gündüz Kılıç,102,1964,95,1
Adnan Süvari,102,1968,89,2
Sakıp Özberk,102,2002,98,15
Ziya Taner,101,1972,91,3
Gündüz Tekin Onay,100,1984,95,7
Metin Türel,100,2001,88,15
Metin Türel,100,2002,100,16
Metin Türel,100,2003,100,17
Metin Türel,100,2004,100,17
Metin Türel,100,2005,100,18
Metin Türel,100,2006,100,18
Metin Türel,100,2007,100,18
Metin Türel,100,2008,100,19
Metin Türel,100,2009,100,19
Metin Türel,100,2010,100,19
Metin Türel,100,2011,100,21
Metin Türel,100,2012,100,23
Metin Türel,100,2013,100,23
Metin Türel,100,2014,100,23
Metin Türel,100,2015,100,23
Metin Türel,100,2016,100,23
Metin Türel,100,2017,100,24
Metin Türel,100,2018,100,24
Mesut Bakkal,100,2019,96,24
Metin Türel,100,2019,100,24
Ahmet Suat Özyazıcı,99,1983,82,6
Tomislav Kaloperoviç,99,1987,96,8
Tomislav Kaloperoviç,99,1988,99,8
Tomislav Kaloperoviç,99,1989,99,8
Tomislav Kaloperoviç,99,1990,99,8
Tomislav Kaloperoviç,99,1991,99,8
Tomislav Kaloperoviç,99,1992,99,9
Tomislav Kaloperoviç,99,1993,99,9
Tomislav Kaloperoviç,99,1994,99,9
Tomislav Kaloperoviç,99,1995,99,10
Tomislav Kaloperoviç,99,1996,99,12
Tomislav Kaloperoviç,99,1997,99,12
Tomislav Kaloperoviç,99,1998,99,13
Tomislav Kaloperoviç,99,1999,99,14
Tomislav Kaloperoviç,99,2000,99,15
Tomislav Kaloperoviç,99,2001,99,16
Tomislav Kaloperoviç,99,2002,99,17
Tomislav Kaloperoviç,99,2003,99,18
Tomislav Kaloperoviç,99,2004,99,18
Tomislav Kaloperoviç,99,2005,99,19
Tomislav Kaloperoviç,99,2006,99,19
Tomislav Kaloperoviç,99,2007,99,19
Tomislav Kaloperoviç,99,2008,99,20
Tomislav Kaloperoviç,99,2009,99,20
Tomislav Kaloperoviç,99,2010,99,20
Tomislav Kaloperoviç,99,2011,99,22
Tomislav Kaloperoviç,99,2012,99,24
Tomislav Kaloperoviç,99,2013,99,24
Tomislav Kaloperoviç,99,2014,99,24
Tomislav Kaloperoviç,99,2015,99,24
Tomislav Kaloperoviç,99,2016,99,24
Tomislav Kaloperoviç,99,2017,99,25
Tomislav Kaloperoviç,99,2018,99,25
Tomislav Kaloperoviç,99,2019,99,26
Yüksel Doğanay,98,1970,91,3
Yüksel Doğanay,98,1971,98,3
Yüksel Doğanay,98,1972,98,4
Yüksel Doğanay,98,1973,98,4
Yüksel Doğanay,98,1974,98,4
Özkan Sümer,98,1992,96,10
Özkan Sümer,98,1993,98,10
Özkan Sümer,98,1994,98,10
Özkan Sümer,98,1995,98,11
Özkan Sümer,98,1996,98,13
Özkan Sümer,98,1997,98,13
Yılmaz Vural,98,1998,86,14
Fatih Terim,98,1999,75,15
Sakıp Özberk,98,2001,86,17
Ertuğrul Sağlam,98,2010,75,21
Güvenç Kurtar,98,2010,97,21
Güvenç Kurtar,98,2011,98,23
Hikmet Karaman,98,2011,85,23
Güvenç Kurtar,98,2012,98,25
Güvenç Kurtar,98,2013,98,25
Güvenç Kurtar,98,2014,98,25
Güvenç Kurtar,98,2015,98,25
Güvenç Kurtar,98,2016,98,25
Güvenç Kurtar,98,2017,98,26
Güvenç Kurtar,98,2018,98,26
Güvenç Kurtar,98,2019,98,27
Nevzat Güzelırmak,97,1994,90,11
Mustafa Denizli,97,1995,85,12
Güvenç Kurtar,97,2009,96,21
Tomislav Kaloperoviç,96,1986,91,8
Özkan Sümer,96,1991,82,9
Christoph Daum,96,2004,73,19
Güvenç Kurtar,96,2008,85,21
Ziya Doğan,96,2012,95,26
Ziya Doğan,96,2013,96,26
Ziya Doğan,96,2014,96,26
Ziya Doğan,96,2015,96,26
Ziya Doğan,96,2016,96,26
Ziya Doğan,96,2017,96,27
Mesut Bakkal,96,2018,89,27
Ziya Doğan,96,2018,96,27
Ziya Doğan,96,2019,96,28
Gündüz Kılıç,95,1963,67,1
Gündüz Tekin Onay,95,1983,85,7
Ziya Doğan,95,2011,92,25
Branko Stankovic,94,1989,88,9
Branko Stankovic,94,1990,94,9
Branko Stankovic,94,1991,94,10
Branko Stankovic,94,1992,94,11
Branko Stankovic,94,1993,94,11
Branko Stankovic,94,1994,94,12
Branko Stankovic,94,1995,94,13
Branko Stankovic,94,1996,94,14
Branko Stankovic,94,1997,94,14
Branko Stankovic,94,1998,94,15
Branko Stankovic,94,1999,94,16
Branko Stankovic,94,2000,94,16
Branko Stankovic,94,2001,94,18
Branko Stankovic,94,2002,94,18
Branko Stankovic,94,2003,94,19
Branko Stankovic,94,2004,94,20
Branko Stankovic,94,2005,94,20
Branko Stankovic,94,2006,94,20
Branko Stankovic,94,2007,94,20
Branko Stankovic,94,2008,94,22
Branko Stankovic,94,2009,94,22
Branko Stankovic,94,2010,94,23
Branko Stankovic,94,2011,94,26
Branko Stankovic,94,2012,94,27
Branko Stankovic,94,2013,94,27
Branko Stankovic,94,2014,94,27
Branko Stankovic,94,2015,94,27
Branko Stankovic,94,2016,94,27
Branko Stankovic,94,2017,94,28
Tolunay Kafkas,94,2017,88,28
Branko Stankovic,94,2018,94,29
Tolunay Kafkas,94,2018,94,29
Branko Stankovic,94,2019,94,29
Tolunay Kafkas,94,2019,94,29
Abdullah Gegic,93,1975,87,5
Dorde Milic,93,1992,91,12
Dorde Milic,93,1993,93,12
Dorde Milic,93,1994,93,13
Dorde Milic,93,1995,93,14
Dorde Milic,93,1996,93,15
Dorde Milic,93,1997,93,15
Dorde Milic,93,1998,93,16
Dorde Milic,93,1999,93,17
Dorde Milic,93,2000,93,17
Dorde Milic,93,2001,93,19
