name,value,year,lastValue,rank
Nejat Biyediç,NA,1980,NA,259
Nevio Scala,NA,1980,NA,259
Nihat Atacan,NA,1980,NA,259
Nurullah Sağlam,NA,1980,NA,259
Oğuz Çetin,NA,1980,NA,259
Okan Buruk,NA,1980,NA,259
Osman Özdemir,NA,1980,NA,259
Otto Baric,NA,1980,NA,259
Ömer Duran,NA,1980,NA,259
Özkan Akbulut,NA,1980,NA,259
Pal Csernai,NA,1980,NA,259
Rasim Kara,NA,1980,NA,259
Raşit Çetiner,NA,1980,NA,259
Reiner Hollman,NA,1980,NA,259
Reinhard Saftig,NA,1980,NA,259
Rıza Çalımbay,NA,1980,NA,259
Robert Prosinecki,NA,1980,NA,259
Roberto Carlos,NA,1980,NA,259
Roberto Mancini,NA,1980,NA,259
Sadi Tekelioğlu,NA,1980,NA,259
Safet Susic,NA,1980,NA,259
Sakıp Özberk,NA,1980,NA,259
Samet Aybaba,NA,1980,NA,259
Sebastiao Lazaroni,NA,1980,NA,259
Sergen Yalçın,NA,1980,NA,259
Sevket Lukovic,NA,1980,NA,259
Shota Arveladze,NA,1980,NA,259
Sigfried Held,NA,1980,NA,259
Slaven Bilic,NA,1980,NA,259
Şaban Yıldırım,NA,1980,NA,259
Şener Dal,NA,1980,NA,259
Şenol Güneş,NA,1980,NA,259
Şükrü Esat Goran,NA,1980,NA,259
Tamer Tuna,NA,1980,NA,259
Tevfik Lav,NA,1980,NA,259
Thomas Doll,NA,1980,NA,259
Tınaz Tırpan,NA,1980,NA,259
Todor Veselinoviç,NA,1980,NA,259
Tolunay Kafkas,NA,1980,NA,259
Tom Frivaldsky,NA,1980,NA,259
Tomislav Ivic,NA,1980,NA,259
Turhan Sofuoğlu,NA,1980,NA,259
Uğur Tütüneker,NA,1980,NA,259
Urbain Braems,NA,1980,NA,259
Ümit Kayıhan,NA,1980,NA,259
Ümit Özat,NA,1980,NA,259
Ümit Turmuş,NA,1980,NA,259
Ünal Karaman,NA,1980,NA,259
Vahid Halilhodzic,NA,1980,NA,259
Valeri Nepomniachi,NA,1980,NA,259
Vitor Pereira,NA,1980,NA,259
Werner Lorant,NA,1980,NA,259
Yılmaz Vural,NA,1980,NA,259
Yücel İldiz,NA,1980,NA,259
Yücel Uyar,NA,1980,NA,259
Zafer Göncüler,NA,1980,NA,259
Zico,NA,1980,NA,259
Ziya Doğan,NA,1980,NA,259
Zoran Çolakovic,NA,1980,NA,259
Abdullah Avcı,NA,1981,NA,259
Adnan Dinçer,NA,1981,NA,259
Adolf Remy,NA,1981,NA,259
Ali Osman Renklibay,NA,1981,NA,259
Arif Erdem,NA,1981,NA,259
Aykut Kocaman,NA,1981,NA,259
Bernd Schuster,NA,1981,NA,259
Branko Stankovic,NA,1981,NA,259
Bülent Korkmaz,NA,1981,NA,259
Bülent Uygun,NA,1981,NA,259
Bülent Ünder,NA,1981,NA,259
Carlos Alberto Parreira,NA,1981,NA,259
Carlos Carvalhal,NA,1981,NA,259
Celal Kıprızlı,NA,1981,NA,259
Christoph Daum,NA,1981,NA,259
Cihat Arslan,NA,1981,NA,259
Dick Advocaat,NA,1981,NA,259
Erdem Tuğal,NA,1981,NA,259
Erdoğan Arıca,NA,1981,NA,259
Eric Gerets,NA,1981,NA,259
Erol Bulut,NA,1981,NA,259
Ersun Yanal,NA,1981,NA,259
Ertuğrul Sağlam,NA,1981,NA,259
Eşref Aktay,NA,1981,NA,259
Faruk Hadzibegic,NA,1981,NA,259
Fatih Terim,NA,1981,NA,259
Frank Rijkaard,NA,1981,NA,259
Fuad Muzurovic,NA,1981,NA,259
Fuat Çapa,NA,1981,NA,259
Georges Heylens,NA,1981,NA,259
Georges Leekens,NA,1981,NA,259
Gheorghe Hagi,NA,1981,NA,259
Gigi Multescu,NA,1981,NA,259
Giray Bulak,NA,1981,NA,259
Gordon Milne,NA,1981,NA,259
Graeme Souness,NA,1981,NA,259
Guus Hiddink,NA,1981,NA,259
Güvenç Kurtar,NA,1981,NA,259
György Szager,NA,1981,NA,259
Hakan Kutlu,NA,1981,NA,259
Hami Mandıralı,NA,1981,NA,259
Hamza Hamzaoğlu,NA,1981,NA,259
Hans-Peter Briegel,NA,1981,NA,259
Hector Cuper,NA,1981,NA,259
Hikmet Karaman,NA,1981,NA,259
Holger Osieck,NA,1981,NA,259
Hüseyin Kalpar,NA,1981,NA,259
Igor Tudor,NA,1981,NA,259
İbrahim Üzülmez,NA,1981,NA,259
İlyas Tüfekçi,NA,1981,NA,259
İrfan Buz,NA,1981,NA,259
İsmail Kartal,NA,1981,NA,259
Jan Olde Riekerink,NA,1981,NA,259
Jean Tigana,NA,1981,NA,259
Joachim Löw,NA,1981,NA,259
John Benjamin Toshack,NA,1981,NA,259
Jose Couceiro,NA,1981,NA,259
Josef Jarabinsky,NA,1981,NA,259
Josef Venglos,NA,1981,NA,259
Josip Duvancic,NA,1981,NA,259
Jupp Derwall,NA,1981,NA,259
Jürgen Sundermann,NA,1981,NA,259
Kalman Meszöly,NA,1981,NA,259
Kamuran Yavuz,NA,1981,NA,259
Karl-Heinz Feldkamp,NA,1981,NA,259
Karol Pecze,NA,1981,NA,259
Kemal Özdeş,NA,1981,NA,259
Luis Aragones,NA,1981,NA,259
Marius Sumudica,NA,1981,NA,259
Mehmet Birinci,NA,1981,NA,259
Mehmet Necdet Zorluer,NA,1981,NA,259
Mehmet Özdilek,NA,1981,NA,259
Mesut Bakkal,NA,1981,NA,259
Metin Ünal,NA,1981,NA,259
Michael Skibbe,NA,1981,NA,259
Milan Ribar,NA,1981,NA,259
Milan Zivadinovic,NA,1981,NA,259
Milorad Mitroviç,NA,1981,NA,259
Mircea Lucescu,NA,1981,NA,259
Mustafa Denizli,NA,1981,NA,259
Mustafa Reşit Akçay,NA,1981,NA,259
Mustafa Uğur,NA,1981,NA,259
Mutlu Topçu,NA,1981,NA,259
Nedim Kurtic,NA,1981,NA,259
Nejat Biyediç,NA,1981,NA,259
Nevio Scala,NA,1981,NA,259
Nurullah Sağlam,NA,1981,NA,259
Oğuz Çetin,NA,1981,NA,259
Okan Buruk,NA,1981,NA,259
Osman Özdemir,NA,1981,NA,259
Otto Baric,NA,1981,NA,259
Ömer Duran,NA,1981,NA,259
Özkan Akbulut,NA,1981,NA,259
Pal Csernai,NA,1981,NA,259
Rasim Kara,NA,1981,NA,259
Raşit Çetiner,NA,1981,NA,259
Reiner Hollman,NA,1981,NA,259
Reinhard Saftig,NA,1981,NA,259
Rıza Çalımbay,NA,1981,NA,259
Robert Prosinecki,NA,1981,NA,259
Roberto Carlos,NA,1981,NA,259
Roberto Mancini,NA,1981,NA,259
Sadi Tekelioğlu,NA,1981,NA,259
Safet Susic,NA,1981,NA,259
Sakıp Özberk,NA,1981,NA,259
Samet Aybaba,NA,1981,NA,259
Sebastiao Lazaroni,NA,1981,NA,259
Sergen Yalçın,NA,1981,NA,259
Sevket Lukovic,NA,1981,NA,259
Shota Arveladze,NA,1981,NA,259
Sigfried Held,NA,1981,NA,259
Slaven Bilic,NA,1981,NA,259
Şaban Yıldırım,NA,1981,NA,259
Şener Dal,NA,1981,NA,259
Şenol Güneş,NA,1981,NA,259
Şükrü Esat Goran,NA,1981,NA,259
Tamer Tuna,NA,1981,NA,259
Tevfik Lav,NA,1981,NA,259
Thomas Doll,NA,1981,NA,259
Tınaz Tırpan,NA,1981,NA,259
Todor Veselinoviç,NA,1981,NA,259
Tolunay Kafkas,NA,1981,NA,259
Tom Frivaldsky,NA,1981,NA,259
Tomislav Ivic,NA,1981,NA,259
Turhan Sofuoğlu,NA,1981,NA,259
Uğur Tütüneker,NA,1981,NA,259
Urbain Braems,NA,1981,NA,259
Ümit Kayıhan,NA,1981,NA,259
Ümit Özat,NA,1981,NA,259
Ümit Turmuş,NA,1981,NA,259
Ünal Karaman,NA,1981,NA,259
Vahid Halilhodzic,NA,1981,NA,259
Valeri Nepomniachi,NA,1981,NA,259
Vitor Pereira,NA,1981,NA,259
Werner Lorant,NA,1981,NA,259
Yılmaz Vural,NA,1981,NA,259
Yücel İldiz,NA,1981,NA,259
Yücel Uyar,NA,1981,NA,259
Zafer Göncüler,NA,1981,NA,259
Zico,NA,1981,NA,259
Ziya Doğan,NA,1981,NA,259
Zoran Çolakovic,NA,1981,NA,259
Abdullah Avcı,NA,1982,NA,259
Adnan Dinçer,NA,1982,NA,259
Adolf Remy,NA,1982,NA,259
Ali Osman Renklibay,NA,1982,NA,259
Arif Erdem,NA,1982,NA,259
Aykut Kocaman,NA,1982,NA,259
Bernd Schuster,NA,1982,NA,259
Branko Stankovic,NA,1982,NA,259
Bülent Korkmaz,NA,1982,NA,259
Bülent Uygun,NA,1982,NA,259
Bülent Ünder,NA,1982,NA,259
Carlos Alberto Parreira,NA,1982,NA,259
Carlos Carvalhal,NA,1982,NA,259
Celal Kıprızlı,NA,1982,NA,259
Christoph Daum,NA,1982,NA,259
Cihat Arslan,NA,1982,NA,259
Dick Advocaat,NA,1982,NA,259
Erdem Tuğal,NA,1982,NA,259
Erdoğan Arıca,NA,1982,NA,259
Eric Gerets,NA,1982,NA,259
Erol Bulut,NA,1982,NA,259
Ersun Yanal,NA,1982,NA,259
Ertuğrul Sağlam,NA,1982,NA,259
Eşref Aktay,NA,1982,NA,259
Faruk Hadzibegic,NA,1982,NA,259
Fatih Terim,NA,1982,NA,259
Frank Rijkaard,NA,1982,NA,259
Fuad Muzurovic,NA,1982,NA,259
Fuat Çapa,NA,1982,NA,259
Georges Heylens,NA,1982,NA,259
Georges Leekens,NA,1982,NA,259
Gheorghe Hagi,NA,1982,NA,259
Gigi Multescu,NA,1982,NA,259
Giray Bulak,NA,1982,NA,259
Gordon Milne,NA,1982,NA,259
Graeme Souness,NA,1982,NA,259
Guus Hiddink,NA,1982,NA,259
Güvenç Kurtar,NA,1982,NA,259
György Szager,NA,1982,NA,259
Hakan Kutlu,NA,1982,NA,259
Hami Mandıralı,NA,1982,NA,259
Hamza Hamzaoğlu,NA,1982,NA,259
Hans-Peter Briegel,NA,1982,NA,259
Hector Cuper,NA,1982,NA,259
Hikmet Karaman,NA,1982,NA,259
Holger Osieck,NA,1982,NA,259
Hüseyin Kalpar,NA,1982,NA,259
Igor Tudor,NA,1982,NA,259
İbrahim Üzülmez,NA,1982,NA,259
İlyas Tüfekçi,NA,1982,NA,259
İrfan Buz,NA,1982,NA,259
İsmail Kartal,NA,1982,NA,259
Jan Olde Riekerink,NA,1982,NA,259
Jean Tigana,NA,1982,NA,259
Joachim Löw,NA,1982,NA,259
John Benjamin Toshack,NA,1982,NA,259
Jose Couceiro,NA,1982,NA,259
Josef Jarabinsky,NA,1982,NA,259
Josef Venglos,NA,1982,NA,259
Josip Duvancic,NA,1982,NA,259
Jupp Derwall,NA,1982,NA,259
Jürgen Sundermann,NA,1982,NA,259
Kalman Meszöly,NA,1982,NA,259
Kamuran Yavuz,NA,1982,NA,259
Karl-Heinz Feldkamp,NA,1982,NA,259
Karol Pecze,NA,1982,NA,259
Kemal Özdeş,NA,1982,NA,259
Luis Aragones,NA,1982,NA,259
Marius Sumudica,NA,1982,NA,259
Mehmet Birinci,NA,1982,NA,259
Mehmet Necdet Zorluer,NA,1982,NA,259
Mehmet Özdilek,NA,1982,NA,259
Mesut Bakkal,NA,1982,NA,259
Metin Ünal,NA,1982,NA,259
Michael Skibbe,NA,1982,NA,259
Milan Ribar,NA,1982,NA,259
Mircea Lucescu,NA,1982,NA,259
Mustafa Denizli,NA,1982,NA,259
Mustafa Reşit Akçay,NA,1982,NA,259
Mustafa Uğur,NA,1982,NA,259
Mutlu Topçu,NA,1982,NA,259
Nedim Kurtic,NA,1982,NA,259
Nejat Biyediç,NA,1982,NA,259
Nevio Scala,NA,1982,NA,259
Nurullah Sağlam,NA,1982,NA,259
Oğuz Çetin,NA,1982,NA,259
Okan Buruk,NA,1982,NA,259
Osman Özdemir,NA,1982,NA,259
Otto Baric,NA,1982,NA,259
Ömer Duran,NA,1982,NA,259
Özkan Akbulut,NA,1982,NA,259
Pal Csernai,NA,1982,NA,259
Rasim Kara,NA,1982,NA,259
Raşit Çetiner,NA,1982,NA,259
Reiner Hollman,NA,1982,NA,259
Reinhard Saftig,NA,1982,NA,259
Rıza Çalımbay,NA,1982,NA,259
Robert Prosinecki,NA,1982,NA,259
Roberto Carlos,NA,1982,NA,259
Roberto Mancini,NA,1982,NA,259
Sadi Tekelioğlu,NA,1982,NA,259
Safet Susic,NA,1982,NA,259
Sakıp Özberk,NA,1982,NA,259
Samet Aybaba,NA,1982,NA,259
Sebastiao Lazaroni,NA,1982,NA,259
Sergen Yalçın,NA,1982,NA,259
Sevket Lukovic,NA,1982,NA,259
Shota Arveladze,NA,1982,NA,259
Sigfried Held,NA,1982,NA,259
Slaven Bilic,NA,1982,NA,259
Şaban Yıldırım,NA,1982,NA,259
Şenol Güneş,NA,1982,NA,259
Şükrü Esat Goran,NA,1982,NA,259
Tamer Tuna,NA,1982,NA,259
Tevfik Lav,NA,1982,NA,259
Thomas Doll,NA,1982,NA,259
Tınaz Tırpan,NA,1982,NA,259
Todor Veselinoviç,NA,1982,NA,259
Tolunay Kafkas,NA,1982,NA,259
Tom Frivaldsky,NA,1982,NA,259
Tomislav Ivic,NA,1982,NA,259
Turhan Sofuoğlu,NA,1982,NA,259
Uğur Tütüneker,NA,1982,NA,259
Urbain Braems,NA,1982,NA,259
Ümit Kayıhan,NA,1982,NA,259
Ümit Özat,NA,1982,NA,259
Ümit Turmuş,NA,1982,NA,259
Ünal Karaman,NA,1982,NA,259
Vahid Halilhodzic,NA,1982,NA,259
Valeri Nepomniachi,NA,1982,NA,259
Vitor Pereira,NA,1982,NA,259
Werner Lorant,NA,1982,NA,259
Yılmaz Vural,NA,1982,NA,259
Yücel İldiz,NA,1982,NA,259
Yücel Uyar,NA,1982,NA,259
Zafer Göncüler,NA,1982,NA,259
Zico,NA,1982,NA,259
Ziya Doğan,NA,1982,NA,259
Zoran Çolakovic,NA,1982,NA,259
Abdullah Avcı,NA,1983,NA,259
Adolf Remy,NA,1983,NA,259
Ali Osman Renklibay,NA,1983,NA,259
Arif Erdem,NA,1983,NA,259
Aykut Kocaman,NA,1983,NA,259
Bernd Schuster,NA,1983,NA,259
Bülent Korkmaz,NA,1983,NA,259
Bülent Uygun,NA,1983,NA,259
Bülent Ünder,NA,1983,NA,259
Carlos Alberto Parreira,NA,1983,NA,259
Carlos Carvalhal,NA,1983,NA,259
Celal Kıprızlı,NA,1983,NA,259
Christoph Daum,NA,1983,NA,259
Cihat Arslan,NA,1983,NA,259
Dick Advocaat,NA,1983,NA,259
Erdem Tuğal,NA,1983,NA,259
Erdoğan Arıca,NA,1983,NA,259
Eric Gerets,NA,1983,NA,259
Erol Bulut,NA,1983,NA,259
Ersun Yanal,NA,1983,NA,259
Ertuğrul Sağlam,NA,1983,NA,259
Faruk Hadzibegic,NA,1983,NA,259
Fatih Terim,NA,1983,NA,259
Frank Rijkaard,NA,1983,NA,259
Fuad Muzurovic,NA,1983,NA,259
Fuat Çapa,NA,1983,NA,259
Georges Heylens,NA,1983,NA,259
Georges Leekens,NA,1983,NA,259
Gheorghe Hagi,NA,1983,NA,259
Gigi Multescu,NA,1983,NA,259
Giray Bulak,NA,1983,NA,259
Gordon Milne,NA,1983,NA,259
Graeme Souness,NA,1983,NA,259
Guus Hiddink,NA,1983,NA,259
Güvenç Kurtar,NA,1983,NA,259
György Szager,NA,1983,NA,259
Hakan Kutlu,NA,1983,NA,259
Hami Mandıralı,NA,1983,NA,259
Hamza Hamzaoğlu,NA,1983,NA,259
Hans-Peter Briegel,NA,1983,NA,259
Hector Cuper,NA,1983,NA,259
Hikmet Karaman,NA,1983,NA,259
Holger Osieck,NA,1983,NA,259
Hüseyin Kalpar,NA,1983,NA,259
Igor Tudor,NA,1983,NA,259
İbrahim Üzülmez,NA,1983,NA,259
İlyas Tüfekçi,NA,1983,NA,259
İrfan Buz,NA,1983,NA,259
İsmail Kartal,NA,1983,NA,259
Jan Olde Riekerink,NA,1983,NA,259
Jean Tigana,NA,1983,NA,259
Joachim Löw,NA,1983,NA,259
John Benjamin Toshack,NA,1983,NA,259
Jose Couceiro,NA,1983,NA,259
Josef Jarabinsky,NA,1983,NA,259
Josef Venglos,NA,1983,NA,259
Josip Duvancic,NA,1983,NA,259
Jupp Derwall,NA,1983,NA,259
Jürgen Sundermann,NA,1983,NA,259
Kalman Meszöly,NA,1983,NA,259
Kamuran Yavuz,NA,1983,NA,259
Karl-Heinz Feldkamp,NA,1983,NA,259
Karol Pecze,NA,1983,NA,259
Kemal Özdeş,NA,1983,NA,259
Luis Aragones,NA,1983,NA,259
Marius Sumudica,NA,1983,NA,259
Mehmet Birinci,NA,1983,NA,259
Mehmet Necdet Zorluer,NA,1983,NA,259
Mehmet Özdilek,NA,1983,NA,259
Mesut Bakkal,NA,1983,NA,259
Metin Ünal,NA,1983,NA,259
Michael Skibbe,NA,1983,NA,259
Milan Ribar,NA,1983,NA,259
Mircea Lucescu,NA,1983,NA,259
Mustafa Denizli,NA,1983,NA,259
Mustafa Reşit Akçay,NA,1983,NA,259
Mustafa Uğur,NA,1983,NA,259
Mutlu Topçu,NA,1983,NA,259
Nedim Kurtic,NA,1983,NA,259
Nejat Biyediç,NA,1983,NA,259
Nevio Scala,NA,1983,NA,259
Nurullah Sağlam,NA,1983,NA,259
Oğuz Çetin,NA,1983,NA,259
Okan Buruk,NA,1983,NA,259
Osman Özdemir,NA,1983,NA,259
Otto Baric,NA,1983,NA,259
Ömer Duran,NA,1983,NA,259
Özkan Akbulut,NA,1983,NA,259
Pal Csernai,NA,1983,NA,259
Rasim Kara,NA,1983,NA,259
Raşit Çetiner,NA,1983,NA,259
Reiner Hollman,NA,1983,NA,259
Reinhard Saftig,NA,1983,NA,259
Rıza Çalımbay,NA,1983,NA,259
Robert Prosinecki,NA,1983,NA,259
Roberto Carlos,NA,1983,NA,259
Roberto Mancini,NA,1983,NA,259
Sadi Tekelioğlu,NA,1983,NA,259
Safet Susic,NA,1983,NA,259
Sakıp Özberk,NA,1983,NA,259
Samet Aybaba,NA,1983,NA,259
Sebastiao Lazaroni,NA,1983,NA,259
Sergen Yalçın,NA,1983,NA,259
Shota Arveladze,NA,1983,NA,259
Sigfried Held,NA,1983,NA,259
Slaven Bilic,NA,1983,NA,259
Şaban Yıldırım,NA,1983,NA,259
Şenol Güneş,NA,1983,NA,259
Şükrü Esat Goran,NA,1983,NA,259
Tamer Tuna,NA,1983,NA,259
Tevfik Lav,NA,1983,NA,259
Thomas Doll,NA,1983,NA,259
Tınaz Tırpan,NA,1983,NA,259
Todor Veselinoviç,NA,1983,NA,259
Tolunay Kafkas,NA,1983,NA,259
Tom Frivaldsky,NA,1983,NA,259
Tomislav Ivic,NA,1983,NA,259
Turhan Sofuoğlu,NA,1983,NA,259
Uğur Tütüneker,NA,1983,NA,259
Urbain Braems,NA,1983,NA,259
Ümit Kayıhan,NA,1983,NA,259
Ümit Özat,NA,1983,NA,259
Ümit Turmuş,NA,1983,NA,259
Ünal Karaman,NA,1983,NA,259
Vahid Halilhodzic,NA,1983,NA,259
Valeri Nepomniachi,NA,1983,NA,259
Vitor Pereira,NA,1983,NA,259
Werner Lorant,NA,1983,NA,259
Yılmaz Vural,NA,1983,NA,259
Yücel İldiz,NA,1983,NA,259
Yücel Uyar,NA,1983,NA,259
Zico,NA,1983,NA,259
Ziya Doğan,NA,1983,NA,259
Zoran Çolakovic,NA,1983,NA,259
Abdullah Avcı,NA,1984,NA,259
Adolf Remy,NA,1984,NA,259
Ali Osman Renklibay,NA,1984,NA,259
Arif Erdem,NA,1984,NA,259
Aykut Kocaman,NA,1984,NA,259
Bernd Schuster,NA,1984,NA,259
Bülent Korkmaz,NA,1984,NA,259
Bülent Uygun,NA,1984,NA,259
Bülent Ünder,NA,1984,NA,259
Carlos Alberto Parreira,NA,1984,NA,259
Carlos Carvalhal,NA,1984,NA,259
Celal Kıprızlı,NA,1984,NA,259
Christoph Daum,NA,1984,NA,259
Cihat Arslan,NA,1984,NA,259
Dick Advocaat,NA,1984,NA,259
Erdoğan Arıca,NA,1984,NA,259
Eric Gerets,NA,1984,NA,259
Erol Bulut,NA,1984,NA,259
Ersun Yanal,NA,1984,NA,259
Ertuğrul Sağlam,NA,1984,NA,259
Faruk Hadzibegic,NA,1984,NA,259
Fatih Terim,NA,1984,NA,259
Frank Rijkaard,NA,1984,NA,259
Fuad Muzurovic,NA,1984,NA,259
Fuat Çapa,NA,1984,NA,259
Georges Heylens,NA,1984,NA,259
Georges Leekens,NA,1984,NA,259
Gheorghe Hagi,NA,1984,NA,259
Gigi Multescu,NA,1984,NA,259
Giray Bulak,NA,1984,NA,259
Gordon Milne,NA,1984,NA,259
Graeme Souness,NA,1984,NA,259
Guus Hiddink,NA,1984,NA,259
Güvenç Kurtar,NA,1984,NA,259
György Szager,NA,1984,NA,259
Hakan Kutlu,NA,1984,NA,259
Hami Mandıralı,NA,1984,NA,259
Hamza Hamzaoğlu,NA,1984,NA,259
Hans-Peter Briegel,NA,1984,NA,259
Hector Cuper,NA,1984,NA,259
Hikmet Karaman,NA,1984,NA,259
Holger Osieck,NA,1984,NA,259
Hüseyin Kalpar,NA,1984,NA,259
Igor Tudor,NA,1984,NA,259
İbrahim Üzülmez,NA,1984,NA,259
İlyas Tüfekçi,NA,1984,NA,259
İrfan Buz,NA,1984,NA,259
İsmail Kartal,NA,1984,NA,259
Jan Olde Riekerink,NA,1984,NA,259
Jean Tigana,NA,1984,NA,259
Joachim Löw,NA,1984,NA,259
John Benjamin Toshack,NA,1984,NA,259
Jose Couceiro,NA,1984,NA,259
Josef Jarabinsky,NA,1984,NA,259
Josef Venglos,NA,1984,NA,259
Josip Duvancic,NA,1984,NA,259
Jupp Derwall,NA,1984,NA,259
Jürgen Sundermann,NA,1984,NA,259
Kalman Meszöly,NA,1984,NA,259
Kamuran Yavuz,NA,1984,NA,259
Karl-Heinz Feldkamp,NA,1984,NA,259
Karol Pecze,NA,1984,NA,259
Kemal Özdeş,NA,1984,NA,259
Luis Aragones,NA,1984,NA,259
Marius Sumudica,NA,1984,NA,259
Mehmet Birinci,NA,1984,NA,259
Mehmet Necdet Zorluer,NA,1984,NA,259
Mehmet Özdilek,NA,1984,NA,259
Mesut Bakkal,NA,1984,NA,259
Metin Ünal,NA,1984,NA,259
Michael Skibbe,NA,1984,NA,259
Milan Ribar,NA,1984,NA,259
Mircea Lucescu,NA,1984,NA,259
Mustafa Denizli,NA,1984,NA,259
Mustafa Reşit Akçay,NA,1984,NA,259
Mustafa Uğur,NA,1984,NA,259
Mutlu Topçu,NA,1984,NA,259
Nedim Kurtic,NA,1984,NA,259
Nejat Biyediç,NA,1984,NA,259
Nevio Scala,NA,1984,NA,259
Nurullah Sağlam,NA,1984,NA,259
Oğuz Çetin,NA,1984,NA,259
Okan Buruk,NA,1984,NA,259
Osman Özdemir,NA,1984,NA,259
Otto Baric,NA,1984,NA,259
Ömer Duran,NA,1984,NA,259
Özkan Akbulut,NA,1984,NA,259
Pal Csernai,NA,1984,NA,259
Rasim Kara,NA,1984,NA,259
Raşit Çetiner,NA,1984,NA,259
Reiner Hollman,NA,1984,NA,259
Reinhard Saftig,NA,1984,NA,259
Rıza Çalımbay,NA,1984,NA,259
Robert Prosinecki,NA,1984,NA,259
Roberto Carlos,NA,1984,NA,259
Roberto Mancini,NA,1984,NA,259
Sadi Tekelioğlu,NA,1984,NA,259
Safet Susic,NA,1984,NA,259
Sakıp Özberk,NA,1984,NA,259
Samet Aybaba,NA,1984,NA,259
Sebastiao Lazaroni,NA,1984,NA,259
Sergen Yalçın,NA,1984,NA,259
Shota Arveladze,NA,1984,NA,259
Sigfried Held,NA,1984,NA,259
Slaven Bilic,NA,1984,NA,259
Şaban Yıldırım,NA,1984,NA,259
Şenol Güneş,NA,1984,NA,259
Şükrü Esat Goran,NA,1984,NA,259
Tamer Tuna,NA,1984,NA,259
Tevfik Lav,NA,1984,NA,259
Thomas Doll,NA,1984,NA,259
Todor Veselinoviç,NA,1984,NA,259
Tolunay Kafkas,NA,1984,NA,259
Tom Frivaldsky,NA,1984,NA,259
Turhan Sofuoğlu,NA,1984,NA,259
Uğur Tütüneker,NA,1984,NA,259
Urbain Braems,NA,1984,NA,259
Ümit Kayıhan,NA,1984,NA,259
Ümit Özat,NA,1984,NA,259
Ümit Turmuş,NA,1984,NA,259
Ünal Karaman,NA,1984,NA,259
Vahid Halilhodzic,NA,1984,NA,259
Valeri Nepomniachi,NA,1984,NA,259
Vitor Pereira,NA,1984,NA,259
Werner Lorant,NA,1984,NA,259
Yılmaz Vural,NA,1984,NA,259
Yücel İldiz,NA,1984,NA,259
Yücel Uyar,NA,1984,NA,259
Zico,NA,1984,NA,259
Ziya Doğan,NA,1984,NA,259
Zoran Çolakovic,NA,1984,NA,259
Abdullah Avcı,NA,1985,NA,259
Adolf Remy,NA,1985,NA,259
Ali Osman Renklibay,NA,1985,NA,259
Arif Erdem,NA,1985,NA,259
Aykut Kocaman,NA,1985,NA,259
Bernd Schuster,NA,1985,NA,259
Bülent Korkmaz,NA,1985,NA,259
Bülent Uygun,NA,1985,NA,259
Bülent Ünder,NA,1985,NA,259
Carlos Alberto Parreira,NA,1985,NA,259
Carlos Carvalhal,NA,1985,NA,259
Celal Kıprızlı,NA,1985,NA,259
Christoph Daum,NA,1985,NA,259
Cihat Arslan,NA,1985,NA,259
Dick Advocaat,NA,1985,NA,259
Erdoğan Arıca,NA,1985,NA,259
Eric Gerets,NA,1985,NA,259
Erol Bulut,NA,1985,NA,259
Ersun Yanal,NA,1985,NA,259
Ertuğrul Sağlam,NA,1985,NA,259
Faruk Hadzibegic,NA,1985,NA,259
Fatih Terim,NA,1985,NA,259
Frank Rijkaard,NA,1985,NA,259
Fuad Muzurovic,NA,1985,NA,259
Fuat Çapa,NA,1985,NA,259
Georges Heylens,NA,1985,NA,259
Georges Leekens,NA,1985,NA,259
Gheorghe Hagi,NA,1985,NA,259
Gigi Multescu,NA,1985,NA,259
Giray Bulak,NA,1985,NA,259
Gordon Milne,NA,1985,NA,259
Graeme Souness,NA,1985,NA,259
Guus Hiddink,NA,1985,NA,259
Güvenç Kurtar,NA,1985,NA,259
György Szager,NA,1985,NA,259
Hakan Kutlu,NA,1985,NA,259
Hami Mandıralı,NA,1985,NA,259
Hamza Hamzaoğlu,NA,1985,NA,259
Hans-Peter Briegel,NA,1985,NA,259
Hector Cuper,NA,1985,NA,259
Hikmet Karaman,NA,1985,NA,259
Holger Osieck,NA,1985,NA,259
Hüseyin Kalpar,NA,1985,NA,259
Igor Tudor,NA,1985,NA,259
İbrahim Üzülmez,NA,1985,NA,259
İlyas Tüfekçi,NA,1985,NA,259
İrfan Buz,NA,1985,NA,259
İsmail Kartal,NA,1985,NA,259
Jan Olde Riekerink,NA,1985,NA,259
Jean Tigana,NA,1985,NA,259
Joachim Löw,NA,1985,NA,259
John Benjamin Toshack,NA,1985,NA,259
Jose Couceiro,NA,1985,NA,259
Josef Jarabinsky,NA,1985,NA,259
Josef Venglos,NA,1985,NA,259
Josip Duvancic,NA,1985,NA,259
Jürgen Sundermann,NA,1985,NA,259
Kalman Meszöly,NA,1985,NA,259
Kamuran Yavuz,NA,1985,NA,259
Karl-Heinz Feldkamp,NA,1985,NA,259
Karol Pecze,NA,1985,NA,259
Kemal Özdeş,NA,1985,NA,259
Luis Aragones,NA,1985,NA,259
Marius Sumudica,NA,1985,NA,259
Mehmet Birinci,NA,1985,NA,259
Mehmet Necdet Zorluer,NA,1985,NA,259
Mehmet Özdilek,NA,1985,NA,259
Mesut Bakkal,NA,1985,NA,259
Metin Ünal,NA,1985,NA,259
Michael Skibbe,NA,1985,NA,259
